Date,Product,Inventory
2022-12-05,Product B,24
2022-12-05,Product C,66
2022-12-06,Product A,15
2022-12-06,Product B,53
2022-12-06,Product C,76
2022-12-07,Product A,11
2022-12-07,Product B,30
2022-12-07,Product C,35
2022-12-08,Product A,49
2022-12-08,Product B,57
2022-12-08,Product C,67
2022-12-09,Product A,94
2022-12-09,Product B,68
2022-12-09,Product C,60
2022-12-10,Product A,95
2022-12-10,Product B,77
2022-12-10,Product C,74
2022-12-11,Product A,22
2022-12-11,Product B,53
2022-12-11,Product C,90
2022-12-12,Product A,52
2022-12-12,Product B,68
2022-12-12,Product C,40
2022-12-13,Product A,36
2022-12-13,Product B,43
2022-12-13,Product C,15
2022-12-14,Product A,57
2022-12-14,Product B,74
2022-12-14,Product C,38
2022-12-15,Product A,27
2022-12-15,Product B,63
2022-12-15,Product C,76
2022-12-16,Product A,27
2022-12-16,Product B,4
2022-12-16,Product C,43
2022-12-17,Product A,81
2022-12-17,Product B,70
2022-12-17,Product C,41
2022-12-18,Product A,52
2022-12-18,Product B,80
2022-12-18,Product C,15
2022-12-19,Product A,8
2022-12-19,Product B,35
2022-12-19,Product C,82
2022-12-20,Product A,85
2022-12-20,Product B,6
2022-12-20,Product C,31
2022-12-21,Product A,1
2022-12-21,Product B,6
2022-12-21,Product C,58
2022-12-22,Product A,18
2022-12-22,Product B,94
2022-12-22,Product C,65
2022-12-23,Product A,21
2022-12-23,Product B,28
2022-12-23,Product C,64
2022-12-24,Product A,41
2022-12-24,Product B,44
2022-12-24,Product C,89
2022-12-25,Product A,20
2022-12-25,Product B,11
2022-12-25,Product C,36
2022-12-26,Product A,94
2022-12-26,Product B,64
2022-12-26,Product C,13
2022-12-27,Product A,70
2022-12-27,Product B,85
2022-12-27,Product C,17
2022-12-28,Product A,21
2022-12-28,Product B,87
2022-12-28,Product C,85
2022-12-29,Product A,68
2022-12-29,Product B,92
2022-12-29,Product C,19
2022-12-30,Product A,68
2022-12-30,Product B,69
2022-12-30,Product C,26
2022-12-31,Product A,58
2022-12-31,Product B,39
2022-12-31,Product C,82
