Date,Product,Demand
2022-12-05,Product B,171
2022-12-05,Product C,128
2022-12-06,Product A,180
2022-12-06,Product B,52
2022-12-06,Product C,66
2022-12-07,Product A,162
2022-12-07,Product B,63
2022-12-07,Product C,93
2022-12-08,Product A,96
2022-12-08,Product B,72
2022-12-08,Product C,113
2022-12-09,Product A,74
2022-12-09,Product B,195
2022-12-09,Product C,59
2022-12-10,Product A,72
2022-12-10,Product B,113
2022-12-10,Product C,161
2022-12-11,Product A,53
2022-12-11,Product B,145
2022-12-11,Product C,70
2022-12-12,Product A,61
2022-12-12,Product B,114
2022-12-12,Product C,133
2022-12-13,Product A,77
2022-12-13,Product B,169
2022-12-13,Product C,105
2022-12-14,Product A,183
2022-12-14,Product B,76
2022-12-14,Product C,178
2022-12-15,Product A,155
2022-12-15,Product B,70
2022-12-15,Product C,121
2022-12-16,Product A,68
2022-12-16,Product B,93
2022-12-16,Product C,71
2022-12-17,Product A,140
2022-12-17,Product B,145
2022-12-17,Product C,165
2022-12-18,Product A,191
2022-12-18,Product B,108
2022-12-18,Product C,167
2022-12-19,Product A,175
2022-12-19,Product B,127
2022-12-19,Product C,116
2022-12-20,Product A,173
2022-12-20,Product B,160
2022-12-20,Product C,81
2022-12-21,Product A,55
2022-12-21,Product B,96
2022-12-21,Product C,176
2022-12-22,Product A,110
2022-12-22,Product B,120
2022-12-22,Product C,190
2022-12-23,Product A,195
2022-12-23,Product B,60
2022-12-23,Product C,117
2022-12-24,Product A,97
2022-12-24,Product B,164
2022-12-24,Product C,139
2022-12-25,Product A,61
2022-12-25,Product B,66
2022-12-25,Product C,73
2022-12-26,Product A,169
2022-12-26,Product B,62
2022-12-26,Product C,197
2022-12-27,Product A,52
2022-12-27,Product B,111
2022-12-27,Product C,114
2022-12-28,Product A,50
2022-12-28,Product B,86
2022-12-28,Product C,187
2022-12-29,Product A,105
2022-12-29,Product B,129
2022-12-29,Product C,50
2022-12-30,Product A,126
2022-12-30,Product B,125
2022-12-30,Product C,148
2022-12-31,Product A,54
2022-12-31,Product B,58
2022-12-31,Product C,155
